order_date,product_category,product_subcategory,product_name,region,state,sales
2023-06-23,Furniture,Tables,Furniture Tables Product 2,Central,Michigan,709.6087783409229
2023-06-23,Office Supplies,Pens,Office Supplies Pens Product 69,South,North Carolina,782.7504666183416
2023-06-23,Office Supplies,Storage,Office Supplies Storage Product 44,South,North Carolina,876.651568870616
2023-06-24,Furniture,Bookcases,Furniture Bookcases Product 95,West,California,718.0345902324389
2023-06-25,Office Supplies,Paper,Office Supplies Paper Product 22,East,New York,578.5446993393089
2023-06-25,Furniture,Chairs,Furniture Chairs Product 15,West,Arizona,54.511827175635624
2023-06-25,Furniture,Bookcases,Furniture Bookcases Product 13,East,New York,941.0150152277395
2023-06-25,Office Supplies,Storage,Office Supplies Storage Product 85,West,California,744.2250373176818
2023-06-25,Furniture,Tables,Furniture Tables Product 83,South,Georgia,125.84160760936673
2023-06-26,Furniture,Bookcases,Furniture Bookcases Product 68,Central,Illinois,518.712227230832
2023-06-26,Technology,Phones,Technology Phones Product 81,East,New York,515.0468966517601
2023-06-27,Office Supplies,Pens,Office Supplies Pens Product 95,West,Arizona,932.9995306465888
2023-06-27,Technology,Machines,Technology Machines Product 63,West,California,285.856632483886
2023-06-27,Furniture,Chairs,Furniture Chairs Product 98,South,North Carolina,607.8124727148752
2023-06-27,Office Supplies,Storage,Office Supplies Storage Product 72,West,California,787.786672493836
2023-06-27,Furniture,Tables,Furniture Tables Product 3,South,Georgia,344.1055224181492
2023-06-27,Furniture,Bookcases,Furniture Bookcases Product 93,Central,Illinois,183.3719087290497
2023-06-27,Technology,Machines,Technology Machines Product 41,Central,Texas,524.8733205000389
2023-06-27,Furniture,Bookcases,Furniture Bookcases Product 22,South,Florida,627.2430522141034
2023-06-27,Office Supplies,Pens,Office Supplies Pens Product 49,South,Florida,239.73518230414444
2023-06-28,Technology,Phones,Technology Phones Product 15,East,New York,301.00961000672856
2023-06-28,Office Supplies,Storage,Office Supplies Storage Product 23,West,Arizona,245.76518712903936
2023-06-28,Furniture,Chairs,Furniture Chairs Product 39,East,New York,774.79112321861
2023-06-28,Technology,Machines,Technology Machines Product 2,West,Washington,517.7929431270181
2023-06-29,Technology,Accessories,Technology Accessories Product 93,West,Washington,480.9309398308491
2023-06-29,Furniture,Chairs,Furniture Chairs Product 94,East,Massachusetts,650.1344395091753
2023-06-29,Furniture,Bookcases,Furniture Bookcases Product 73,South,North Carolina,775.8172144462384
2023-06-29,Technology,Machines,Technology Machines Product 52,West,California,854.4521753772856
2023-06-29,Technology,Accessories,Technology Accessories Product 1,South,Georgia,756.1967297237245
2023-06-29,Technology,Machines,Technology Machines Product 12,East,New York,120.477069957675
2023-06-29,Technology,Machines,Technology Machines Product 62,South,Florida,614.6630233781882
2023-06-30,Furniture,Bookcases,Furniture Bookcases Product 43,Central,Illinois,218.67363486114135
2023-06-30,Office Supplies,Paper,Office Supplies Paper Product 85,East,Massachusetts,928.0816287804342
2023-06-30,Office Supplies,Pens,Office Supplies Pens Product 37,East,Massachusetts,529.4882812848178
2023-07-01,Technology,Machines,Technology Machines Product 11,South,Florida,338.88351523784837
2023-07-01,Office Supplies,Storage,Office Supplies Storage Product 83,Central,Michigan,615.3489751134042
2023-07-01,Furniture,Tables,Furniture Tables Product 28,West,Washington,947.6898482712453
2023-07-01,Furniture,Tables,Furniture Tables Product 90,East,Massachusetts,346.37253987585535
2023-07-01,Technology,Accessories,Technology Accessories Product 32,East,New York,353.4171166007417
2023-07-01,Office Supplies,Storage,Office Supplies Storage Product 58,South,Georgia,150.83268737904726
2023-07-01,Furniture,Chairs,Furniture Chairs Product 42,West,California,936.1296683922208
2023-07-01,Office Supplies,Pens,Office Supplies Pens Product 27,East,Massachusetts,171.16307931416708
2023-07-01,Furniture,Bookcases,Furniture Bookcases Product 14,East,New York,914.1003536172418
2023-07-02,Office Supplies,Pens,Office Supplies Pens Product 73,West,Washington,185.42057600107918
2023-07-02,Technology,Machines,Technology Machines Product 58,Central,Illinois,16.80918259745282
2023-07-02,Technology,Phones,Technology Phones Product 44,West,Arizona,408.3821967063186
2023-07-03,Furniture,Bookcases,Furniture Bookcases Product 48,Central,Illinois,445.6574660443047
2023-07-03,Office Supplies,Pens,Office Supplies Pens Product 3,West,California,435.6580435820235
2023-07-04,Office Supplies,Paper,Office Supplies Paper Product 62,East,New York,125.75430017013755
2023-07-05,Furniture,Tables,Furniture Tables Product 25,East,New York,396.21903234145583
2023-07-05,Office Supplies,Paper,Office Supplies Paper Product 47,Central,Michigan,932.2393651663862
2023-07-05,Furniture,Tables,Furniture Tables Product 23,South,Georgia,416.7485209220915
2023-07-05,Office Supplies,Paper,Office Supplies Paper Product 52,East,Massachusetts,261.3983942044592
2023-07-06,Office Supplies,Paper,Office Supplies Paper Product 53,Central,Illinois,127.52200455402034
2023-07-06,Technology,Accessories,Technology Accessories Product 93,East,New York,896.7409835673786
2023-07-06,Office Supplies,Paper,Office Supplies Paper Product 60,Central,Texas,864.8310730380487
2023-07-06,Furniture,Tables,Furniture Tables Product 77,Central,Michigan,565.6431212941748
2023-07-06,Technology,Accessories,Technology Accessories Product 92,West,Washington,267.07413056090985
2023-07-07,Furniture,Tables,Furniture Tables Product 31,South,Florida,695.0911433871881
2023-07-07,Furniture,Tables,Furniture Tables Product 40,East,Massachusetts,578.6923883134837
2023-07-07,Technology,Machines,Technology Machines Product 54,West,California,747.7277004159182
2023-07-07,Office Supplies,Pens,Office Supplies Pens Product 99,East,Pennsylvania,807.6573804115357
2023-07-07,Technology,Accessories,Technology Accessories Product 90,East,New York,836.2450430693193
2023-07-08,Furniture,Tables,Furniture Tables Product 14,Central,Illinois,580.7077131821763
2023-07-08,Technology,Machines,Technology Machines Product 13,East,Massachusetts,310.2530319407901
2023-07-08,Furniture,Tables,Furniture Tables Product 69,West,Washington,687.0277873169898
2023-07-08,Technology,Accessories,Technology Accessories Product 26,Central,Illinois,318.68411558621096
2023-07-08,Office Supplies,Pens,Office Supplies Pens Product 59,South,North Carolina,971.4393982946029
2023-07-08,Technology,Phones,Technology Phones Product 14,West,California,231.74272040643035
2023-07-09,Furniture,Bookcases,Furniture Bookcases Product 63,Central,Michigan,665.1599551469221
2023-07-09,Technology,Machines,Technology Machines Product 19,South,Georgia,409.1756785719197
2023-07-09,Technology,Phones,Technology Phones Product 17,Central,Michigan,962.6388321430651
2023-07-09,Furniture,Chairs,Furniture Chairs Product 70,West,Washington,285.3185199156929
2023-07-09,Furniture,Bookcases,Furniture Bookcases Product 68,South,Georgia,38.863634161868106
2023-07-09,Office Supplies,Paper,Office Supplies Paper Product 90,South,Florida,713.0136186739065
2023-07-09,Furniture,Tables,Furniture Tables Product 8,South,Georgia,734.1714961060846
2023-07-10,Furniture,Chairs,Furniture Chairs Product 66,South,Georgia,934.9610730258154
2023-07-10,Furniture,Bookcases,Furniture Bookcases Product 57,South,Georgia,100.46036381180511
2023-07-10,Office Supplies,Pens,Office Supplies Pens Product 69,East,New York,404.24551601843154
2023-07-10,Office Supplies,Storage,Office Supplies Storage Product 45,Central,Illinois,17.97851230869859
2023-07-10,Office Supplies,Paper,Office Supplies Paper Product 4,East,Massachusetts,505.472542708051
2023-07-10,Office Supplies,Pens,Office Supplies Pens Product 15,South,North Carolina,518.954488125747
2023-07-10,Technology,Accessories,Technology Accessories Product 84,West,Arizona,563.8113714700834
2023-07-10,Office Supplies,Storage,Office Supplies Storage Product 43,East,Massachusetts,401.203744497582
2023-07-10,Technology,Machines,Technology Machines Product 5,South,North Carolina,822.2225520564298
2023-07-11,Office Supplies,Paper,Office Supplies Paper Product 84,West,Arizona,273.2691661257976
2023-07-11,Furniture,Tables,Furniture Tables Product 3,East,Massachusetts,465.0543114629767
2023-07-11,Office Supplies,Paper,Office Supplies Paper Product 73,Central,Texas,626.5258692074426
2023-07-12,Furniture,Bookcases,Furniture Bookcases Product 30,East,Pennsylvania,179.2270383966398
2023-07-12,Furniture,Chairs,Furniture Chairs Product 74,West,Washington,93.286385636789
2023-07-12,Office Supplies,Pens,Office Supplies Pens Product 41,East,Pennsylvania,168.02865241784556
2023-07-12,Office Supplies,Pens,Office Supplies Pens Product 99,Central,Michigan,831.849473167939
2023-07-12,Office Supplies,Paper,Office Supplies Paper Product 7,Central,Illinois,239.16046162764513
2023-07-13,Technology,Accessories,Technology Accessories Product 82,West,Arizona,48.99791535589121
2023-07-13,Technology,Machines,Technology Machines Product 18,Central,Illinois,733.845771010368
2023-07-14,Technology,Machines,Technology Machines Product 47,Central,Texas,592.4686987733218
2023-07-14,Technology,Machines,Technology Machines Product 2,West,Arizona,540.0142617698347
2023-07-14,Furniture,Bookcases,Furniture Bookcases Product 72,Central,Michigan,380.97475080230265
2023-07-14,Office Supplies,Storage,Office Supplies Storage Product 12,East,Pennsylvania,171.70328160816666
2023-07-14,Furniture,Chairs,Furniture Chairs Product 81,South,Florida,96.71538443188693
2023-07-14,Office Supplies,Pens,Office Supplies Pens Product 93,Central,Illinois,92.68966553321859
2023-07-15,Technology,Phones,Technology Phones Product 37,East,Massachusetts,489.54727374484077
2023-07-15,Furniture,Tables,Furniture Tables Product 52,Central,Illinois,576.2759195007568
2023-07-15,Technology,Machines,Technology Machines Product 55,South,Florida,157.75697504405917
2023-07-15,Office Supplies,Storage,Office Supplies Storage Product 36,West,Washington,134.30992285087888
2023-07-15,Office Supplies,Paper,Office Supplies Paper Product 54,South,North Carolina,397.9914573144699
2023-07-15,Furniture,Tables,Furniture Tables Product 13,Central,Texas,976.2723716142018
2023-07-15,Office Supplies,Storage,Office Supplies Storage Product 36,East,Massachusetts,120.02577585869228
2023-07-16,Office Supplies,Storage,Office Supplies Storage Product 79,East,New York,550.1263005741458
2023-07-16,Office Supplies,Pens,Office Supplies Pens Product 5,South,Georgia,740.5714379236163
2023-07-16,Technology,Accessories,Technology Accessories Product 58,South,Florida,989.8588492752413
2023-07-16,Technology,Accessories,Technology Accessories Product 9,West,Arizona,988.5367840238463
2023-07-16,Furniture,Tables,Furniture Tables Product 94,Central,Michigan,582.0289797485739
2023-07-16,Technology,Machines,Technology Machines Product 83,Central,Illinois,770.3253809600775
2023-07-17,Office Supplies,Pens,Office Supplies Pens Product 66,South,Florida,505.7038165783046
2023-07-17,Office Supplies,Storage,Office Supplies Storage Product 31,Central,Illinois,137.88270079067928
2023-07-17,Technology,Machines,Technology Machines Product 26,Central,Texas,261.04827582640553
2023-07-17,Technology,Phones,Technology Phones Product 75,South,Florida,655.5721312628341
2023-07-18,Office Supplies,Storage,Office Supplies Storage Product 2,West,Arizona,134.6956444155647
2023-07-18,Office Supplies,Storage,Office Supplies Storage Product 75,East,Massachusetts,331.08608357800284
2023-07-18,Office Supplies,Storage,Office Supplies Storage Product 54,West,California,685.7071349423444
2023-07-18,Office Supplies,Pens,Office Supplies Pens Product 84,West,California,28.202280730081313
2023-07-18,Office Supplies,Pens,Office Supplies Pens Product 40,East,New York,664.5292716444095
2023-07-19,Office Supplies,Storage,Office Supplies Storage Product 37,West,California,609.9369975983152
2023-07-19,Office Supplies,Storage,Office Supplies Storage Product 27,East,Pennsylvania,191.617877138727
2023-07-19,Technology,Accessories,Technology Accessories Product 12,South,Florida,470.6835646000912
2023-07-19,Technology,Accessories,Technology Accessories Product 96,East,Pennsylvania,843.5955048916766
2023-07-19,Furniture,Tables,Furniture Tables Product 65,Central,Texas,302.97270914225
2023-07-19,Furniture,Chairs,Furniture Chairs Product 78,West,California,807.9191118589079
2023-07-20,Technology,Machines,Technology Machines Product 24,East,Pennsylvania,551.2293650133764
2023-07-20,Technology,Accessories,Technology Accessories Product 88,West,Washington,918.0953859119039
2023-07-20,Office Supplies,Pens,Office Supplies Pens Product 36,East,Pennsylvania,530.2156042823342
2023-07-20,Technology,Phones,Technology Phones Product 96,East,New York,682.8368505711921
2023-07-20,Office Supplies,Pens,Office Supplies Pens Product 67,Central,Illinois,279.2350138042167
2023-07-21,Technology,Machines,Technology Machines Product 78,Central,Michigan,52.04521016396782
2023-07-21,Technology,Phones,Technology Phones Product 87,West,California,349.3036161736281
2023-07-21,Furniture,Chairs,Furniture Chairs Product 41,West,Arizona,503.98140574462826
2023-07-21,Technology,Phones,Technology Phones Product 27,South,Georgia,731.6498081041057
2023-07-21,Furniture,Tables,Furniture Tables Product 79,Central,Illinois,23.497683666763255
2023-07-22,Technology,Machines,Technology Machines Product 54,West,Arizona,817.1235677796544
2023-07-22,Technology,Machines,Technology Machines Product 84,Central,Illinois,519.3167144624952
2023-07-22,Office Supplies,Storage,Office Supplies Storage Product 25,Central,Texas,669.6051828642481
2023-07-23,Furniture,Chairs,Furniture Chairs Product 72,Central,Illinois,321.76926014300676
2023-07-23,Furniture,Bookcases,Furniture Bookcases Product 39,Central,Texas,449.66252133755245
2023-07-23,Technology,Accessories,Technology Accessories Product 90,South,Georgia,892.4050242966957
2023-07-23,Furniture,Chairs,Furniture Chairs Product 58,East,Massachusetts,325.12105374542386
2023-07-23,Office Supplies,Paper,Office Supplies Paper Product 84,West,California,697.7072350820736
2023-07-24,Furniture,Bookcases,Furniture Bookcases Product 69,Central,Illinois,264.1760613466604
2023-07-25,Furniture,Tables,Furniture Tables Product 19,West,Arizona,622.9810080121783
2023-07-25,Technology,Phones,Technology Phones Product 60,East,Pennsylvania,314.45449753555175
2023-07-25,Furniture,Chairs,Furniture Chairs Product 86,Central,Michigan,233.77286482076556
2023-07-25,Office Supplies,Pens,Office Supplies Pens Product 26,Central,Michigan,285.06671157449983
2023-07-25,Technology,Machines,Technology Machines Product 39,Central,Michigan,548.9014387579779
2023-07-25,Office Supplies,Storage,Office Supplies Storage Product 26,West,Arizona,933.2191434589264
2023-07-25,Office Supplies,Storage,Office Supplies Storage Product 19,South,North Carolina,259.7888077989902
2023-07-26,Technology,Accessories,Technology Accessories Product 92,East,Massachusetts,811.8251760998703
2023-07-26,Furniture,Tables,Furniture Tables Product 47,South,Georgia,644.5558728177701
2023-07-26,Technology,Phones,Technology Phones Product 12,West,Washington,560.8999909753338
2023-07-26,Furniture,Bookcases,Furniture Bookcases Product 37,West,California,322.61541973700105
2023-07-26,Technology,Phones,Technology Phones Product 89,East,Pennsylvania,309.9873319122097
2023-07-26,Office Supplies,Storage,Office Supplies Storage Product 96,East,Massachusetts,459.64182610933904
2023-07-27,Technology,Machines,Technology Machines Product 45,Central,Texas,588.6976821268636
2023-07-27,Furniture,Chairs,Furniture Chairs Product 26,East,Pennsylvania,472.06081283027095
2023-07-27,Technology,Accessories,Technology Accessories Product 78,Central,Texas,504.309916554182
2023-07-27,Furniture,Tables,Furniture Tables Product 30,South,Florida,873.9285214542949
2023-07-27,Office Supplies,Paper,Office Supplies Paper Product 51,West,Washington,617.8396617106598
2023-07-27,Technology,Accessories,Technology Accessories Product 38,South,Georgia,420.81083171888366
2023-07-28,Office Supplies,Paper,Office Supplies Paper Product 82,East,New York,188.71304610849936
2023-07-28,Technology,Machines,Technology Machines Product 50,West,Arizona,344.7035652725988
2023-07-28,Technology,Phones,Technology Phones Product 60,West,California,623.7688792254226
2023-07-28,Office Supplies,Pens,Office Supplies Pens Product 4,East,Massachusetts,599.2774353922076
2023-07-28,Technology,Phones,Technology Phones Product 35,South,Florida,261.71861913041596
2023-07-28,Office Supplies,Storage,Office Supplies Storage Product 43,Central,Texas,156.87673391662165
2023-07-28,Technology,Machines,Technology Machines Product 47,Central,Michigan,377.83104620667564
2023-07-29,Technology,Machines,Technology Machines Product 48,West,Washington,475.2162183132594
2023-07-29,Technology,Accessories,Technology Accessories Product 30,West,Arizona,793.4956530019058
2023-07-29,Office Supplies,Pens,Office Supplies Pens Product 90,East,Massachusetts,941.4713678636123
2023-07-29,Technology,Machines,Technology Machines Product 58,West,Arizona,332.4279540433137
2023-07-29,Office Supplies,Pens,Office Supplies Pens Product 44,South,North Carolina,474.82347869217733
2023-07-30,Furniture,Tables,Furniture Tables Product 30,East,Pennsylvania,486.46517170704465
2023-07-30,Technology,Accessories,Technology Accessories Product 94,Central,Michigan,982.6960595334783
2023-07-31,Furniture,Chairs,Furniture Chairs Product 33,Central,Texas,358.026837449201
2023-07-31,Office Supplies,Storage,Office Supplies Storage Product 44,West,Washington,603.4665282621295
2023-07-31,Furniture,Tables,Furniture Tables Product 38,East,Pennsylvania,448.15157247348725
2023-07-31,Furniture,Bookcases,Furniture Bookcases Product 11,South,Georgia,592.1204587953322
2023-07-31,Technology,Accessories,Technology Accessories Product 93,South,North Carolina,225.99258629734047
2023-08-01,Office Supplies,Paper,Office Supplies Paper Product 57,East,Massachusetts,254.9257495877623
2023-08-01,Furniture,Tables,Furniture Tables Product 39,South,Georgia,629.3942815330037
2023-08-01,Technology,Accessories,Technology Accessories Product 45,West,California,608.3157265176234
2023-08-01,Office Supplies,Paper,Office Supplies Paper Product 96,Central,Texas,547.5681512792166
2023-08-01,Office Supplies,Storage,Office Supplies Storage Product 71,East,Massachusetts,171.733090814436
2023-08-01,Furniture,Tables,Furniture Tables Product 92,East,Massachusetts,602.0290261554621
2023-08-02,Technology,Phones,Technology Phones Product 19,Central,Michigan,202.22124035562143
2023-08-02,Furniture,Bookcases,Furniture Bookcases Product 85,Central,Illinois,557.75773322677
2023-08-02,Technology,Machines,Technology Machines Product 9,South,North Carolina,960.1931102008017
2023-08-02,Technology,Machines,Technology Machines Product 15,Central,Texas,824.115720342279
2023-08-02,Office Supplies,Paper,Office Supplies Paper Product 44,East,Pennsylvania,946.5111809471433
2023-08-02,Office Supplies,Paper,Office Supplies Paper Product 89,West,California,135.67496961742296
2023-08-03,Technology,Machines,Technology Machines Product 43,West,Arizona,731.4983600340103
2023-08-03,Technology,Accessories,Technology Accessories Product 62,East,Massachusetts,559.1844852495308
2023-08-03,Office Supplies,Storage,Office Supplies Storage Product 60,Central,Illinois,64.86172955782199
2023-08-03,Furniture,Bookcases,Furniture Bookcases Product 9,South,Florida,31.996297205324606
2023-08-03,Technology,Accessories,Technology Accessories Product 67,West,Washington,731.3697213942366
2023-08-03,Furniture,Tables,Furniture Tables Product 45,East,New York,105.99601425577049
2023-08-03,Office Supplies,Pens,Office Supplies Pens Product 82,West,Washington,551.4595872256222
2023-08-03,Office Supplies,Storage,Office Supplies Storage Product 63,South,Georgia,442.68100662376577
2023-08-03,Furniture,Chairs,Furniture Chairs Product 55,Central,Michigan,992.5894739603516
2023-08-04,Office Supplies,Pens,Office Supplies Pens Product 14,West,California,232.41082366534894
2023-08-04,Technology,Phones,Technology Phones Product 51,Central,Michigan,616.1530080369337
2023-08-04,Office Supplies,Storage,Office Supplies Storage Product 82,South,Georgia,279.92414083935984
2023-08-04,Furniture,Chairs,Furniture Chairs Product 19,South,Georgia,77.29356682120967
2023-08-04,Office Supplies,Paper,Office Supplies Paper Product 37,West,Arizona,148.58750295454524
2023-08-05,Office Supplies,Paper,Office Supplies Paper Product 87,South,North Carolina,68.5853011449064
2023-08-05,Furniture,Chairs,Furniture Chairs Product 46,South,Georgia,949.7803751831607
2023-08-05,Technology,Accessories,Technology Accessories Product 85,East,New York,216.23223610843277
2023-08-06,Furniture,Bookcases,Furniture Bookcases Product 43,Central,Michigan,593.1298900711024
2023-08-06,Technology,Machines,Technology Machines Product 18,Central,Michigan,169.84325572359768
2023-08-06,Technology,Machines,Technology Machines Product 23,Central,Illinois,232.35641567413597
2023-08-06,Furniture,Bookcases,Furniture Bookcases Product 40,Central,Texas,478.2972283095905
2023-08-06,Furniture,Tables,Furniture Tables Product 91,East,New York,571.7170347145127
2023-08-06,Furniture,Chairs,Furniture Chairs Product 90,South,Florida,493.29589855770587
2023-08-06,Furniture,Chairs,Furniture Chairs Product 92,East,New York,190.92365432756154
2023-08-07,Technology,Accessories,Technology Accessories Product 75,East,New York,737.2622177034298
2023-08-07,Technology,Machines,Technology Machines Product 14,West,Arizona,182.6651744403845
2023-08-08,Technology,Machines,Technology Machines Product 18,South,Florida,368.0306238926341
2023-08-08,Technology,Machines,Technology Machines Product 62,East,New York,32.33886658829376
2023-08-08,Office Supplies,Storage,Office Supplies Storage Product 98,East,Pennsylvania,630.6987501834294
2023-08-09,Furniture,Chairs,Furniture Chairs Product 16,West,Arizona,263.1862645328174
2023-08-09,Office Supplies,Storage,Office Supplies Storage Product 97,West,Arizona,390.88525074237054
2023-08-09,Technology,Phones,Technology Phones Product 45,West,California,432.2347497694425
2023-08-09,Technology,Machines,Technology Machines Product 39,Central,Texas,774.9442782468849
2023-08-09,Technology,Accessories,Technology Accessories Product 60,South,Florida,813.747462770276
2023-08-09,Furniture,Bookcases,Furniture Bookcases Product 40,East,New York,800.6692225530702
2023-08-09,Technology,Machines,Technology Machines Product 99,East,New York,463.93337656514524
2023-08-10,Furniture,Tables,Furniture Tables Product 2,East,New York,28.75594934061103
2023-08-10,Technology,Accessories,Technology Accessories Product 61,Central,Illinois,880.9548782714002
2023-08-10,Furniture,Tables,Furniture Tables Product 9,West,California,10.920122701261453
2023-08-10,Technology,Phones,Technology Phones Product 42,East,New York,678.1442710236132
2023-08-11,Technology,Machines,Technology Machines Product 2,West,Arizona,624.1675396024838
2023-08-11,Furniture,Chairs,Furniture Chairs Product 23,East,Pennsylvania,380.2076631342768
2023-08-11,Technology,Machines,Technology Machines Product 95,East,Massachusetts,965.9825855141324
2023-08-11,Furniture,Chairs,Furniture Chairs Product 2,East,New York,433.90210046850115
2023-08-11,Office Supplies,Storage,Office Supplies Storage Product 70,Central,Texas,155.7548036664118
2023-08-11,Furniture,Tables,Furniture Tables Product 84,South,Florida,239.9024439923297
2023-08-11,Furniture,Bookcases,Furniture Bookcases Product 62,South,Florida,376.52986382773094
2023-08-11,Technology,Machines,Technology Machines Product 35,Central,Texas,190.98525465383364
2023-08-12,Furniture,Tables,Furniture Tables Product 83,East,New York,904.2156240441792
2023-08-12,Office Supplies,Storage,Office Supplies Storage Product 72,West,Arizona,876.7337638919375
2023-08-12,Furniture,Chairs,Furniture Chairs Product 77,Central,Michigan,787.2328206673594
2023-08-12,Technology,Accessories,Technology Accessories Product 24,West,Arizona,854.7959243931999
2023-08-12,Office Supplies,Paper,Office Supplies Paper Product 55,East,Pennsylvania,649.2677929175431
2023-08-12,Office Supplies,Storage,Office Supplies Storage Product 98,South,Georgia,185.3558727562715
2023-08-13,Office Supplies,Paper,Office Supplies Paper Product 54,South,Georgia,754.3068944971143
2023-08-13,Furniture,Tables,Furniture Tables Product 59,Central,Illinois,986.6974829732663
2023-08-13,Technology,Machines,Technology Machines Product 72,South,North Carolina,259.79158877380144
2023-08-14,Office Supplies,Paper,Office Supplies Paper Product 7,Central,Illinois,480.7209580804064
2023-08-14,Office Supplies,Storage,Office Supplies Storage Product 44,Central,Illinois,822.3466178631616
2023-08-14,Office Supplies,Paper,Office Supplies Paper Product 33,West,Arizona,723.1801586005813
2023-08-15,Furniture,Bookcases,Furniture Bookcases Product 81,Central,Illinois,981.4291814809075
2023-08-15,Furniture,Bookcases,Furniture Bookcases Product 62,Central,Texas,674.3028507275807
2023-08-15,Technology,Phones,Technology Phones Product 31,Central,Illinois,311.1994451889238
2023-08-15,Furniture,Tables,Furniture Tables Product 50,West,Washington,332.8467739874477
2023-08-15,Furniture,Tables,Furniture Tables Product 27,Central,Texas,635.0622178669429
2023-08-15,Furniture,Bookcases,Furniture Bookcases Product 62,Central,Illinois,305.28972969178153
2023-08-15,Technology,Accessories,Technology Accessories Product 13,East,Pennsylvania,375.44483187111246
2023-08-15,Office Supplies,Paper,Office Supplies Paper Product 93,West,Washington,446.2582345900506
2023-08-15,Technology,Machines,Technology Machines Product 31,South,Florida,421.7027260138681
2023-08-16,Furniture,Tables,Furniture Tables Product 2,East,New York,666.5147864854567
2023-08-16,Office Supplies,Paper,Office Supplies Paper Product 84,East,New York,787.2132818359669
2023-08-16,Furniture,Chairs,Furniture Chairs Product 16,West,Washington,676.811112350077
2023-08-16,Furniture,Chairs,Furniture Chairs Product 80,West,Arizona,754.593189370005
2023-08-16,Technology,Machines,Technology Machines Product 98,West,Washington,318.45602218640664
2023-08-16,Technology,Phones,Technology Phones Product 69,South,Georgia,64.18537985573602
2023-08-16,Technology,Phones,Technology Phones Product 42,East,Pennsylvania,10.224767836072981
2023-08-16,Office Supplies,Pens,Office Supplies Pens Product 22,West,Arizona,755.3201693233842
2023-08-17,Office Supplies,Storage,Office Supplies Storage Product 65,Central,Illinois,708.5070845331942
2023-08-18,Technology,Accessories,Technology Accessories Product 27,Central,Michigan,625.1173179141502
2023-08-18,Office Supplies,Paper,Office Supplies Paper Product 55,South,North Carolina,116.94866791666347
2023-08-18,Office Supplies,Storage,Office Supplies Storage Product 88,South,Florida,397.89278567099996
2023-08-18,Office Supplies,Pens,Office Supplies Pens Product 77,East,New York,689.64880361282
2023-08-19,Furniture,Tables,Furniture Tables Product 23,West,Arizona,41.40526689787084
2023-08-20,Office Supplies,Storage,Office Supplies Storage Product 71,South,North Carolina,987.0269859344145
2023-08-20,Office Supplies,Pens,Office Supplies Pens Product 65,South,North Carolina,404.65606927093336
2023-08-21,Furniture,Chairs,Furniture Chairs Product 21,West,Washington,860.1738155403169
2023-08-21,Furniture,Tables,Furniture Tables Product 51,South,Georgia,28.09231902627117
2023-08-22,Furniture,Tables,Furniture Tables Product 72,East,Pennsylvania,248.75356216468433
2023-08-22,Furniture,Bookcases,Furniture Bookcases Product 83,West,Arizona,70.81087796723435
2023-08-22,Furniture,Tables,Furniture Tables Product 30,East,Pennsylvania,977.7212956268042
2023-08-22,Office Supplies,Paper,Office Supplies Paper Product 41,West,Washington,841.5977829983
2023-08-23,Furniture,Tables,Furniture Tables Product 17,West,Washington,677.2773595351276
2023-08-23,Furniture,Tables,Furniture Tables Product 56,West,Arizona,638.5575925616312
2023-08-24,Technology,Accessories,Technology Accessories Product 35,West,California,52.31221000133186
2023-08-24,Technology,Phones,Technology Phones Product 70,East,New York,955.8937095236868
2023-08-24,Furniture,Chairs,Furniture Chairs Product 53,South,Georgia,855.4034533204343
2023-08-25,Office Supplies,Paper,Office Supplies Paper Product 74,South,Georgia,24.237423624311443
2023-08-25,Furniture,Bookcases,Furniture Bookcases Product 7,South,Florida,291.3424527546115
2023-08-25,Furniture,Tables,Furniture Tables Product 46,East,Pennsylvania,549.1097714081287
2023-08-25,Furniture,Bookcases,Furniture Bookcases Product 2,West,Washington,317.20539728350207
2023-08-25,Technology,Accessories,Technology Accessories Product 22,South,Florida,649.0790128464171
2023-08-25,Office Supplies,Storage,Office Supplies Storage Product 58,West,Arizona,383.58954502868426
2023-08-25,Technology,Phones,Technology Phones Product 23,Central,Texas,217.7986532903684
2023-08-25,Furniture,Bookcases,Furniture Bookcases Product 26,East,Massachusetts,702.6005676932929
2023-08-26,Furniture,Chairs,Furniture Chairs Product 69,East,Pennsylvania,765.8806852315302
2023-08-26,Technology,Machines,Technology Machines Product 38,Central,Texas,483.3773343202857
2023-08-26,Furniture,Bookcases,Furniture Bookcases Product 67,Central,Illinois,154.5608091039929
2023-08-26,Technology,Phones,Technology Phones Product 23,Central,Michigan,827.681509920799
2023-08-26,Furniture,Tables,Furniture Tables Product 43,Central,Illinois,341.44115147177234
2023-08-26,Office Supplies,Pens,Office Supplies Pens Product 10,Central,Texas,600.5024046594083
2023-08-26,Technology,Accessories,Technology Accessories Product 60,East,New York,204.72131533969483
2023-08-27,Technology,Machines,Technology Machines Product 62,Central,Illinois,201.2284083243484
2023-08-27,Furniture,Tables,Furniture Tables Product 58,West,Arizona,118.76448260337511
2023-08-27,Furniture,Chairs,Furniture Chairs Product 15,East,Massachusetts,418.24282240193423
2023-08-28,Furniture,Tables,Furniture Tables Product 25,East,Massachusetts,96.20049352153511
2023-08-29,Technology,Accessories,Technology Accessories Product 97,East,New York,850.4346307813121
2023-08-29,Technology,Accessories,Technology Accessories Product 88,East,New York,120.37281096039412
